R-R Interval,Mean Squared Error of Signals,"Type (1=AF, 2=NS)"
0,5.10090381746045e-05,1
0.00240657142857221,5.10090381746045e-05,1
0.061871999999984,5.10090381746045e-05,1
0.279004952380962,5.10090381746045e-05,1
0.0121528571428603,5.10090381746045e-05,1
0.0523005714285669,5.10090381746045e-05,1
0.0915920000000475,5.10090381746045e-05,1
0.932917333333394,5.10090381746045e-05,1
0.0733702857142829,5.10090381746045e-05,1
0.0771039999999851,5.10090381746045e-05,1
0.0238207999999998,5.10090381746045e-05,1
0.00118167272727283,5.10090381746045e-05,1
0.000588000000000158,5.10090381746045e-05,1
5.0816719999996,5.10090381746045e-05,1
0.0244960000000072,5.10090381746045e-05,1
0.0265440000000059,5.10090381746045e-05,1
1.60000000001528e-05,5.10090381746045e-05,1
0.0990453333333306,5.10090381746045e-05,1
NaN,5.10090381746045e-05,1
0.0215439999999997,5.10090381746045e-05,1
0.0176719999999978,5.10090381746045e-05,1
0.000967999999996739,5.10090381746045e-05,1
0.0176799999999982,5.10090381746045e-05,1
0.00269199999999937,5.10090381746045e-05,1
0.000132000000000199,5.10090381746045e-05,1
0.336200000000088,5.10090381746045e-05,1
0.00957600000000004,5.10090381746045e-05,1
0.0187146666666678,5.10090381746045e-05,1
0.000110666666665905,5.10090381746045e-05,1
0.0125482666666664,5.10090381746045e-05,1
0,5.10090381746045e-05,1
0.941998666666688,5.10090381746045e-05,1
0.370633066666669,5.10090381746045e-05,1
0.0633242666666578,5.10090381746045e-05,1
0.164703999999999,5.10090381746045e-05,1
0.0124671999999951,5.10090381746045e-05,1
0.367343999999993,5.10090381746045e-05,1
0.0530666666666664,5.10090381746045e-05,1
0.0387611428571444,5.10090381746045e-05,1
0.0010293333333327,5.10090381746045e-05,1
0.00609114285714202,5.10090381746045e-05,1
0.0748112000000127,5.10090381746045e-05,1
0.264260799999997,5.10090381746045e-05,1
0.0121451428571424,5.10090381746045e-05,1
0.102965866666676,5.10090381746045e-05,1
0.0074502857142874,5.10090381746045e-05,1
0.0138765714285678,5.10090381746045e-05,1
0.0572650666666601,5.10090381746045e-05,1
0.0678592000000065,5.10090381746045e-05,1
0.0267919999999912,5.10090381746045e-05,1
0.0328053333333231,5.10090381746045e-05,1
0.0941359999999879,5.10090381746045e-05,1
0.00984319999998732,5.10090381746045e-05,1
0.0392853333333435,5.10090381746045e-05,1
0.0263952000000163,5.10090381746045e-05,1
0.0151018666666694,5.10090381746045e-05,1
0.0235370666666635,5.10090381746045e-05,1
0.00865119999999221,5.10090381746045e-05,1
0.0358799999999939,5.10090381746045e-05,1
0.00966186666666411,5.10090381746045e-05,1
0.0173914666666626,5.10090381746045e-05,1
0.0110013333333346,5.10090381746045e-05,1
0.0101440000000036,5.10090381746045e-05,1
0.00855390476190245,5.10090381746045e-05,1
0.00905200000000334,5.10090381746045e-05,1
0.00482844444444761,5.10090381746045e-05,1
0.000199999999997362,5.10090381746045e-05,1
0.0650346666666493,5.10090381746045e-05,1
0.00753599999999947,5.10090381746045e-05,1
0.0123931428571522,5.10090381746045e-05,1
0.00560342857143135,5.10090381746045e-05,1
0.04629866666666,5.10090381746045e-05,1
0.0325887999999903,5.10090381746045e-05,1
0.0094420000000032,5.10090381746045e-05,1
0.00621599999999376,5.10090381746045e-05,1
0.00647314285714283,5.10090381746045e-05,1
0.00314720000000059,5.10090381746045e-05,1
0.0142708571428656,5.10090381746045e-05,1
0.0194582857142842,5.10090381746045e-05,1
0.065597866666655,5.10090381746045e-05,1
0.0208952380952377,5.10090381746045e-05,1
0.00398026666666229,5.10090381746045e-05,1
0.00285377777777675,5.10090381746045e-05,1
0.0363370666666575,5.10090381746045e-05,1
0.0075508571428525,5.10090381746045e-05,1
0.00149028571428529,5.10090381746045e-05,1
0.00386514285714419,5.10090381746045e-05,1
0.101604000000031,5.10090381746045e-05,1
0.00634399999999328,5.10090381746045e-05,1
0.0299078095238112,5.10090381746045e-05,1
0.149666666666627,5.10090381746045e-05,1
0.00239359999999808,5.10090381746045e-05,1
0.00591057142858197,5.10090381746045e-05,1
0.00277866666666455,5.10090381746045e-05,1
0.042916571428562,5.10090381746045e-05,1
3.73333333330835e-05,5.10090381746045e-05,1
0.000202666666667693,5.10090381746045e-05,1
0.206607999999915,5.10090381746045e-05,1
0.00017466666666553,5.10090381746045e-05,1
NaN,5.10090381746045e-05,1
0.00320000000000327,5.10090381746045e-05,1
0,5.10090381746045e-05,1
4.80000000009131e-05,5.10090381746045e-05,1
8.8857142857829e-05,5.10090381746045e-05,1
0.933662476190519,5.10090381746045e-05,1
0,5.10090381746045e-05,1
0.30945600000018,5.10090381746045e-05,1
0.00208480000000408,5.10090381746045e-05,1
0.0501039999999867,5.10090381746045e-05,1
0.213333333333248,5.10090381746045e-05,1
0,5.10090381746045e-05,1
1.21056799999971,5.10090381746045e-05,1
0.234287999999941,5.10090381746045e-05,1
0.0228866909090743,5.10090381746045e-05,1
0.046272000000019,5.10090381746045e-05,1
NaN,5.10090381746045e-05,1
0.253471999999992,5.10090381746045e-05,1
0.0641600000000184,5.10090381746045e-05,1
0.216701866666613,5.10090381746045e-05,1
0,5.10090381746045e-05,1
0.0250293333333232,5.10090381746045e-05,1
1.49838933333318,5.10090381746045e-05,1
0.50383786666665,5.10090381746045e-05,1
0.512037333333192,5.10090381746045e-05,1
0.223595199999989,5.10090381746045e-05,1
0.0430439999999875,5.10090381746045e-05,1
0.361418666666671,5.10090381746045e-05,1
0.0482447999999773,5.10090381746045e-05,1
0.0312679999999964,5.10090381746045e-05,1
0.0470013333333339,5.10090381746045e-05,1
0.0385333333333277,5.10090381746045e-05,1
0.10645333333336,5.10090381746045e-05,1
0.211781333333266,5.10090381746045e-05,1
0.000165333333334912,5.10090381746045e-05,1
6.46234853557053e-27,5.10090381746045e-05,1
0.000654666666670038,5.10090381746045e-05,1
0.183557333333399,5.10090381746045e-05,1
0.817456000000092,5.10090381746045e-05,1
0.000303999999998356,5.10090381746045e-05,1
0.00039200000000056,5.10090381746045e-05,1
5.33333333368743e-06,5.10090381746045e-05,1
0.0604320000000179,5.10090381746045e-05,1
NaN,5.10090381746045e-05,1
0.000174666666665909,5.10090381746045e-05,1
NaN,5.10090381746045e-05,1
0.323208000000162,5.10090381746045e-05,1
0.000533333333333879,5.10090381746045e-05,1
0.0555459047619091,5.10090381746045e-05,1
1.53475199999992,5.10090381746045e-05,1
2.13333333329307e-05,5.10090381746045e-05,1
0.000391999999997377,5.10090381746045e-05,1
0.000421333333333416,5.10090381746045e-05,1
1.15519999999997,5.10090381746045e-05,1
0.000185333333333284,5.10090381746045e-05,1
0.0014773333333341,5.10090381746045e-05,1
0.0232373333333374,5.10090381746045e-05,1
0.0340586666666857,5.10090381746045e-05,1
0.0227007999999865,5.10090381746045e-05,1
0.0201973333333378,5.10090381746045e-05,1
0.000419200000001957,5.10090381746045e-05,1
0.000522666666667717,5.10090381746045e-05,1
0.0184528000000059,5.10090381746045e-05,1
0.00695466666667306,5.10090381746045e-05,1
0.000462666666664415,5.10090381746045e-05,1
0.0246688000000364,5.10090381746045e-05,1
0.0168207999999851,5.10090381746045e-05,1
0.0229551999999786,5.10090381746045e-05,1
0.00155733333334123,5.10090381746045e-05,1
0.0106927999999927,5.10090381746045e-05,1
0.0155647999999843,5.10090381746045e-05,1
0.0138112000000047,5.10090381746045e-05,1
0.000746666666670462,5.10090381746045e-05,1
0.000266666666664666,5.10090381746045e-05,1
0.00027066666666622,5.10090381746045e-05,1
0.00045920000000052,5.10090381746045e-05,1
0.000345333333332235,5.10090381746045e-05,1
0.000714666666664397,5.10090381746045e-05,1
0.000185333333334648,5.10090381746045e-05,1
8.8000000000613e-05,5.10090381746045e-05,1
4.79999999997005e-05,5.10090381746045e-05,1
0.000633333333329074,5.10090381746045e-05,1
5.59999999996253e-05,5.10090381746045e-05,1
3.60000000001922e-05,5.10090381746045e-05,1
0.000112000000000766,5.10090381746045e-05,1
2.40000000006839e-05,5.10090381746045e-05,1
0.000176000000000165,5.10090381746045e-05,1
0.00047466666667696,5.10090381746045e-05,1
0.000281333333336399,5.10090381746045e-05,1
0.000172800000000559,5.10090381746045e-05,1
0.000143999999999556,5.10090381746045e-05,1
0.000163999999998004,5.10090381746045e-05,1
0.000388799999999347,5.10090381746045e-05,1
5.33333333332363e-05,5.10090381746045e-05,1
0.000474666666665439,5.10090381746045e-05,1
0.000512000000012165,5.10090381746045e-05,1
0.132583999999933,5.10090381746045e-05,1
0.0514872380952462,5.10090381746045e-05,1
0.0540839999999875,5.10090381746045e-05,1
0.000186666666671481,5.10090381746045e-05,1
0,5.10090381746045e-05,1
0.307278666666705,5.10090381746045e-05,1
0.23667200000007,5.10090381746045e-05,1
0.191573333333213,5.10090381746045e-05,1
0.00024000000000502,5.10090381746045e-05,1
0.000431999999999578,5.10090381746045e-05,1
2.08000000000167e-05,5.10090381746045e-05,1
0.000430666666659638,5.10090381746045e-05,1
0.182677333333336,5.10090381746045e-05,1
0.000174666666671139,5.10090381746045e-05,1
0.000352000000002149,5.10090381746045e-05,1
2.06451199999985,5.10090381746045e-05,1
0.00125226666665862,5.10090381746045e-05,1
0.0401194666666483,5.10090381746045e-05,1
0.024199999999956,5.10090381746045e-05,1
0.185403200000061,5.10090381746045e-05,1
0.113287999999945,5.10090381746045e-05,1
7.19999999993233e-05,5.10090381746045e-05,1
0.127438666666622,5.10090381746045e-05,1
0.00027733333333295,5.10090381746045e-05,1
0,5.10090381746045e-05,1
0.206997333333399,5.10090381746045e-05,1
3.51999999993357e-05,5.10090381746045e-05,1
0.000142666666664164,5.10090381746045e-05,1
6.79999999996641e-05,5.10090381746045e-05,1
0.00067520000000372,5.10090381746045e-05,1
5.33333333338426e-06,5.10090381746045e-05,1
0.000180800000002727,5.10090381746045e-05,1
7.99999999871216e-06,5.10090381746045e-05,1
0.000316800000000843,5.10090381746045e-05,1
0.000132000000002094,5.10090381746045e-05,1
0.000171199999999816,5.10090381746045e-05,1
0.000496000000003221,5.10090381746045e-05,1
0.000111999999998341,5.10090381746045e-05,1
5.600000000008e-05,5.10090381746045e-05,1
2.53333333327416e-05,5.10090381746045e-05,1
7.67999999992782e-05,5.10090381746045e-05,1
0.000548000000000155,5.10090381746045e-05,1
0.000103999999998265,5.10090381746045e-05,1
7.86666666664326e-05,5.10090381746045e-05,1
4.00000000041716e-06,5.10090381746045e-05,1
7.67999999995511e-05,5.10090381746045e-05,1
0.000660800000000853,5.10090381746045e-05,1
0.000398666666666305,5.10090381746045e-05,1
0.000196799999998605,5.10090381746045e-05,1
0.000377333333333375,5.10090381746045e-05,1
0.000298666666667093,5.10090381746045e-05,1
0.000612800000002305,5.10090381746045e-05,1
0.000398666666670398,5.10090381746045e-05,1
0.000748800000000057,5.10090381746045e-05,1
0.235360000000085,5.10090381746045e-05,1
1.54176800000015,5.10090381746045e-05,1
0.144425904761872,5.10090381746045e-05,1
0.00196479999999803,5.10090381746045e-05,1
0.00156266666666734,5.10090381746045e-05,1
1.09134933333352,5.10090381746045e-05,1
0,5.10090381746045e-05,1
4.66666666684008e-05,5.10090381746045e-05,1
1.06666666661622e-05,5.10090381746045e-05,1
3.59999999993585e-05,5.10090381746045e-05,1
0.000100799999999235,5.10090381746045e-05,1
0.000100000000001334,5.10090381746045e-05,1
3.19999999975771e-05,5.10090381746045e-05,1
0.00061200000000304,5.10090381746045e-05,1
2.08000000002896e-05,5.10090381746045e-05,1
0.1905120000001,5.10090381746045e-05,1
0.247807999999805,5.10090381746045e-05,1
4.00000000056874e-06,5.10090381746045e-05,1
0.000116799999996386,5.10090381746045e-05,1
0.0559080000000424,5.10090381746045e-05,1
0.267911999999812,5.10090381746045e-05,1
0.000900000000000485,5.10090381746045e-05,1
0.000396800000000788,5.10090381746045e-05,1
0.000389333333336748,5.10090381746045e-05,1
3.20000000012151e-05,5.10090381746045e-05,1
0.000128000000008498,5.10090381746045e-05,1
1.12000000006527e-05,5.10090381746045e-05,1
0.119280000000013,5.10090381746045e-05,1
1.72329314825134e-26,5.10090381746045e-05,1
0.000287999999999567,5.10090381746045e-05,1
0.181552000000028,5.10090381746045e-05,1
0.000115199999998099,5.10090381746045e-05,1
0.000276799999998914,5.10090381746045e-05,1
0.000110666666665071,5.10090381746045e-05,1
0.184576000000016,5.10090381746045e-05,1
5.33333333247477e-06,5.10090381746045e-05,1
0.00010666666666526,5.10090381746045e-05,1
0.000229333333332795,5.10090381746045e-05,1
0.000219200000002184,5.10090381746045e-05,1
1.46666666664278e-05,5.10090381746045e-05,1
0.159637333333336,5.10090381746045e-05,1
6.93333333333891e-05,5.10090381746045e-05,1
0.00586399999998142,5.10090381746045e-05,1
0.000645333333327369,5.10090381746045e-05,1
7.68000000010972e-05,5.10090381746045e-05,1
1.92000000007291e-05,5.10090381746045e-05,1
0.000244799999998427,5.10090381746045e-05,1
4.32000000004126e-05,5.10090381746045e-05,1
4.66666666662786e-05,5.10090381746045e-05,1
0.000211199999999834,5.10090381746045e-05,1
0.00010666666666526,5.10090381746045e-05,1
6.08000000012173e-05,5.10090381746045e-05,1
0.000159999999995465,5.10090381746045e-05,1
0.000168000000000695,5.10090381746045e-05,1
9.60000000009168e-05,5.10090381746045e-05,1
5.33333333338426e-06,5.10090381746045e-05,1
0.18155200000014,5.10090381746045e-05,1
2.07999999993801e-05,5.10090381746045e-05,1
0.000473333333332169,5.10090381746045e-05,1
0,5.10090381746045e-05,1
0.189509333333343,5.10090381746045e-05,1
0.158704000000025,5.10090381746045e-05,1
5.33333333338427e-05,5.10090381746045e-05,1
7.52000000005362e-05,5.10090381746045e-05,1
0.000400000000004123,5.10090381746045e-05,1
0.143455999999934,5.10090381746045e-05,1
2.13333333329307e-05,5.10090381746045e-05,1
5.33333333368743e-06,5.10090381746045e-05,1
0.000611999999998644,5.10090381746045e-05,1
0.00065920000000484,5.10090381746045e-05,1
0.000111999999998341,5.10090381746045e-05,1
2.27271200000013,5.10090381746045e-05,1
3.20000000021246e-05,5.10090381746045e-05,1
0.000516799999998114,5.10090381746045e-05,1
0.000110666666665829,5.10090381746045e-05,1
0.156526666666679,5.10090381746045e-05,1
0.000430666666669339,5.10090381746045e-05,1
0.000218666666670271,5.10090381746045e-05,1
0.000339199999998692,5.10090381746045e-05,1
2.82666666666659e-05,0.0337549688901543,1
0.000171199999999989,0.0337549688901543,1
5.38666666666666e-05,0.0337549688901543,1
6.02666666666667e-05,0.0337549688901543,1
9.2266666666662e-05,0.0337549688901543,1
5.54666666666715e-05,0.0337549688901543,1
0.000101333333333302,0.0337549688901543,1
0.000120000000000026,0.0337549688901543,1
0.00012159999999999,0.0337549688901543,1
8.58666666666605e-05,0.0337549688901543,1
6.18666666666891e-05,0.0337549688901543,1
9.38666666666801e-05,0.0337549688901543,1
8.5866666666689e-05,0.0337549688901543,1
3.58095238095518e-05,0.0337549688901543,1
5.59999999999209e-05,0.0337549688901543,1
0.000120000000000043,0.0337549688901543,1
0.000175466666666747,0.0337549688901543,1
9.59999999999618e-05,0.0337549688901543,1
0.000113066666666716,0.0337549688901543,1
9.8666666666707e-05,0.0337549688901543,1
8.31999999998851e-05,0.0337549688901543,1
8.74666666665015e-05,0.0337549688901543,1
0.000106666666666662,0.0337549688901543,1
8.22857142857665e-05,0.0337549688901543,1
8.15999999999948e-05,0.0337549688901543,1
0.000149866666666756,0.0337549688901543,1
0.000157866666666598,0.0337549688901543,1
3.46666666666415e-05,0.0337549688901543,1
9.86666666666843e-05,0.0337549688901543,1
7.30666666665004e-05,0.0337549688901543,1
5.54666666665521e-05,0.0337549688901543,1
9.523809523819e-05,0.0337549688901543,1
6.18666666668027e-05,0.0337549688901543,1
0.000105066666666738,0.0337549688901543,1
0.000330666666666808,0.0337549688901543,1
5.59999999999436e-05,0.0337549688901543,1
7.67999999998694e-05,0.0337549688901543,1
6.6666666666606e-05,0.0337549688901543,1
0.000153600000000012,0.0337549688901543,1
9.22666666666383e-05,0.0337549688901543,1
7.03999999997628e-05,0.0337549688901543,1
0.000111466666666738,0.0337549688901543,1
9.43999999999465e-05,0.0337549688901543,1
9.38666666666536e-05,0.0337549688901543,1
6.02666666667496e-05,0.0337549688901543,1
4.64761904762391e-05,0.0337549688901543,1
4.47999999999731e-05,0.0337549688901543,1
0.000113066666666685,0.0337549688901543,1
7.03999999999902e-05,0.0337549688901543,1
2.34666666666179e-05,0.0337549688901543,1
0.000132266666666884,0.0337549688901543,1
7.94666666662659e-05,0.0337549688901543,1
2.34666666666331e-05,0.0337549688901543,1
5.54666666667265e-05,0.0337549688901543,1
6.62857142858222e-05,0.0337549688901543,1
0.00583200000000044,0.0337549688901543,1
0,0.0337549688901543,1
3.19999999999266e-05,0.0337549688901543,1
6.88000000000204e-05,0.0337549688901543,1
2.9866666666679e-05,0.0337549688901543,1
0.000459199999999929,0.0337549688901543,1
0,0.0337549688901543,1
0,0.0337549688901543,1
0.0037493333333323,0.0337549688901543,1
0.00142293333333423,0.0337549688901543,1
0.000188799999999347,0.0337549688901543,1
9.86666666663811e-05,0.0337549688901543,1
8.22857142858396e-05,0.0337549688901543,1
0.000137066666666217,0.0337549688901543,1
5.75999999999134e-05,0.0337549688901543,1
3.04761904760809e-05,0.0337549688901543,1
8.10666666666526e-05,0.0337549688901543,1
4.96000000002008e-05,0.0337549688901543,1
6.40000000000655e-05,0.0337549688901543,1
9.38666666665626e-05,0.0337549688901543,1
5.02857142856315e-05,0.0337549688901543,1
3.46666666666643e-05,0.0337549688901543,1
3.03999999998356e-05,0.0337549688901543,1
4.90666666668624e-05,0.0337549688901543,1
0.00012495238095273,0.0337549688901543,1
9.38666666661382e-05,0.0337549688901543,1
2.34666666663754e-05,0.0337549688901543,1
7.03999999999447e-05,0.0337549688901543,1
2.18666666666481e-05,0.0337549688901543,1
0.000117866666666367,0.0337549688901543,1
4.19047619046965e-05,0.0337549688901543,1
3.46666666668461e-05,0.0337549688901543,1
0.000105066666666563,0.0337549688901543,1
9.38666666667445e-05,0.0337549688901543,1
5.33333333323268e-06,0.0337549688901543,1
NaN,0.0337549688901543,1
NaN,0.0337549688901543,1
0.000116799999999933,0.0337549688901543,1
8.80000000001128e-05,0.0337549688901543,1
0.000130666666667081,0.0337549688901543,1
0.00011306666666711,0.0337549688901543,1
9.38666666663201e-05,0.0337549688901543,1
6.24000000002321e-05,0.0337549688901543,1
8.7619047619213e-05,0.0337549688901543,1
8.15999999999152e-05,0.0337549688901543,1
9.86666666667752e-05,0.0337549688901543,1
0.000145066666666961,0.0337549688901543,1
9.86666666665781e-05,0.0337549688901543,1
0.000100266666666078,0.0337549688901543,1
0.000119466666666352,0.0337549688901543,1
6.09523809523134e-05,0.0337549688901543,1
5.3866666666499e-05,0.0337549688901543,1
0.000119466666666534,0.0337549688901543,1
0.000119466666666989,0.0337549688901543,1
8.5866666666562e-05,0.0337549688901543,1
3.9619047618982e-05,0.0337549688901543,1
0.000108799999999766,0.0337549688901543,1
7.5200000000127e-05,0.0337549688901543,1
0.000124266666666277,0.0337549688901543,1
8.74666666668047e-05,0.0337549688901543,1
0.000111466666666458,0.0337549688901543,1
0.000100799999999462,0.0337549688901543,1
4.26666666664678e-05,0.0337549688901543,1
9.60000000001589e-05,0.0337549688901543,1
7.46666666668643e-05,0.0337549688901543,1
0.000153600000001103,0.0337549688901543,1
0.000157866666666295,0.0337549688901543,1
0.00012640000000057,0.0337549688901543,1
0.000113066666666594,0.0337549688901543,1
8.16000000000971e-05,0.0337549688901543,1
0.000102400000000068,0.0337549688901543,1
0.000121142857143397,0.0337549688901543,1
0.00011946666666614,0.0337549688901543,1
7.30666666670916e-05,0.0337549688901543,1
0.000162666666666522,0.0337549688901543,1
0.00011786666666661,0.0337549688901543,1
0.000119466666666413,0.0337549688901543,1
7.69523809522713e-05,0.0337549688901543,1
8.58666666666378e-05,0.0337549688901543,1
6.66666666659391e-05,0.0337549688901543,1
5.54666666665294e-05,0.0337549688901543,1
0.000100799999999598,0.0337549688901543,1
7.94666666662735e-05,0.0337549688901543,1
0.000115200000000736,0.0337549688901543,1
8.32000000002488e-05,0.0337549688901543,1
0.000121142857143126,0.0337549688901543,1
0.000119466666666292,0.0337549688901543,1
7.51999999998996e-05,0.0337549688901543,1
0.000106666666666473,0.0337549688901543,1
3.19999999999418e-05,0.0337549688901543,1
0.000128000000000131,0.0337549688901543,1
0.000127238095238379,0.0337549688901543,1
0.000201066666665404,0.0337549688901543,1
0.00017120000000018,0.0337549688901543,1
6.82666666654996e-05,0.0337549688901543,1
0.000145600000000299,0.0337549688901543,1
0.000117866666666943,0.0337549688901543,1
0.000137066666667005,0.0337549688901543,1
8.7466666666835e-05,0.0337549688901543,1
0.000108800000001039,0.0337549688901543,1
8.10666666668345e-05,0.0337549688901543,1
7.04000000006723e-05,0.0337549688901543,1
0.000149866666667158,0.0337549688901543,1
0.000171200000000089,0.0337549688901543,1
0.00012639999999957,0.0337549688901543,1
0.000138666666666233,0.0337549688901543,1
0.000137066666666339,0.0337549688901543,1
0.000119466666667808,0.0337549688901543,1
0.000339199999999419,0.0337549688901543,1
6.82666666667729e-05,0.0337549688901543,1
6.66666666674852e-05,0.0337549688901543,1
4.26666666667709e-05,0.0337549688901543,1
0.00015359999999892,0.0337549688901543,1
7.46666666669553e-05,0.0337549688901543,1
0.000170666666667266,0.0337549688901543,1
0.000125866666666595,0.0337549688901543,1
0.000175466666666675,0.0337549688901543,1
0.000119466666666837,0.0337549688901543,1
4.48000000006097e-05,0.0337549688901543,1
0.000124266666667277,0.0337549688901543,1
5.12000000006708e-05,0.0337549688901543,1
0.000132799999999631,0.0337549688901543,1
0.000113066666666352,0.0337549688901543,1
0.000125866666666959,0.0337549688901543,1
0.000213866666666557,0.0337549688901543,1
0.000132800000000177,0.0337549688901543,1
8.960000000031e-05,0.0337549688901543,1
0.000117866666666185,0.0337549688901543,1
0.000130666666666096,0.0337549688901543,1
5.54666666658018e-05,0.0337549688901543,1
0.000115200000000009,0.0337549688901543,1
9.38666666671993e-05,0.0337549688901543,1
0.000105066666666791,0.0337549688901543,1
0.000106666666665927,0.0337549688901543,1
0.000106666666666958,0.0337549688901543,1
0.000138666666666536,0.0337549688901543,1
0.000125866666667444,0.0337549688901543,1
0.0629039999999925,0.0337549688901543,1
0.000260266666667818,0.0337549688901543,1
7.94666666667283e-05,0.0337549688901543,1
0.000127999999999585,0.0337549688901543,1
0.00010879999999922,0.0337549688901543,1
0.000126400000000298,0.0337549688901543,1
0.000108800000000175,0.0337549688901543,1
9.38666666662292e-05,0.0337549688901543,1
6.85714285712172e-05,0.0337549688901543,1
0.000102399999999523,0.0337549688901543,1
0.000151466666667325,0.0337549688901543,1
8.58666666663347e-05,0.0337549688901543,1
0.000162666666666704,0.0337549688901543,1
8.95999999999462e-05,0.0337549688901543,1
0.000126399999999479,0.0337549688901543,1
0.000126399999999479,0.0337549688901543,1
8.74666666667743e-05,0.0337549688901543,1
0.000137066666666217,0.0337549688901543,1
0.000169904761904284,0.0337549688901543,1
4.90666666669533e-05,0.0337549688901543,1
6.18666666673181e-05,0.0337549688901543,1
0.000102399999999523,0.0337549688901543,1
8.74666666667137e-05,0.0337549688901543,1
8.58666666661831e-05,0.0337549688901543,1
0.000196799999999242,0.0337549688901543,1
0.000113066666667989,0.0337549688901543,1
8.58666666662437e-05,0.0337549688901543,1
0.000132799999999358,0.0337549688901543,1
9.22666666665777e-05,0.0337549688901543,1
0.000124266666667884,0.0337549688901543,1
6.39999999998836e-05,0.0337549688901543,1
5.38666666668779e-05,0.0337549688901543,1
0.000170666666667387,0.0337549688901543,1
9.86666666663659e-05,0.0337549688901543,1
0.000145066666667385,0.0337549688901543,1
0.000119466666666595,0.0337549688901543,1
0.0001002666666672,0.0337549688901543,1
0.000198399999999348,0.0337549688901543,1
0.000119466666665989,0.0337549688901543,1
0.000215466666665935,0.0337549688901543,1
6.82666666668335e-05,0.0337549688901543,1
4.48000000002459e-05,0.0337549688901543,1
7.51999999992629e-05,0.0337549688901543,1
0.000124266666665337,0.0337549688901543,1
0.000113066666665382,0.0337549688901543,1
0.000113600000000994,0.0337549688901543,1
0.000103619047619691,0.0337549688901543,1
2.3466666667012e-05,0.0337549688901543,1
8.16000000002335e-05,0.0337549688901543,1
5.12000000001251e-05,0.0337549688901543,1
0.000113066666665503,0.0337549688901543,1
2.89523809518346e-05,0.0337549688901543,1
8.10666666673802e-05,0.0337549688901543,1
8.74666666676838e-05,0.0337549688901543,1
0.000175466666665947,0.0337549688901543,1
0.000124266666664852,0.0337549688901543,1
0.000132266666666657,0.0337549688901543,1
